ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
148949;Istanbul;2014;2;5;60;10;25234;7,58;120;2,58;30353;Contracts, Dice Rolling, Grid Movement, Modular Board, Network and Route Building, Pick-up and Deliver, Race, Variable Set-up, Worker Placement;Strategy Games
14996;Ticket to Ride: Europe;2005;2;5;60;8;58608;7,55;121;1,94;83075;Card Drafting, Connections, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection;Family Games
150376;Dead of Winter: A Crossroads Game;2014;2;5;120;13;39287;7,57;122;3,02;53328;Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Semi-Cooperative Game, Storytelling, Trading, Traitor Game, Variable Player Powers, Voting;Thematic Games
118048;Targi;2012;2;2;60;12;14592;7,64;123;2,35;22524;End Game Bonuses, Modular Board, Set Collection, Turn Order: Progressive, Worker Placement;Strategy Games
9609;War of the Ring;2004;2;4;120;12;9935;7,77;124;3,85;12793;Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management;Thematic Games
43111;Chaos in the Old World;2009;3;4;120;13;14297;7,68;125;3,19;14782;Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers;Strategy Games, Thematic Games
233867;Welcome To...;2018;1;100;25;10;17370;7,61;126;1,82;27392;Bingo, Paper-and-Pencil, Pattern Building, Solo / Solitaire Game;Family Games
244522;That's Pretty Clever!;2018;1;4;30;8;14352;7,64;127;1,89;21684;Dice Rolling, Drafting, Highest-Lowest Scoring, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game;Family Games
163068;Trickerion: Legends of Illusion;2015;2;4;180;14;6665;7,89;128;4,20;9928;Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement;Strategy Games
77423;The Lord of the Rings: The Card Game;2011;1;2;60;13;20805;7,65;129;3,17;32244;Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Set-up;Customizable Games
17133;Railways of the World;2005;2;6;120;10;11039;7,69;130;3,02;11902;Action Points, Auction/Bidding, Card Drafting, Connections, End Game Bonuses, Hexagon Grid, Income, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement, Turn Order: Auction;Strategy Games
128882;The Resistance: Avalon;2012;5;10;30;13;27134;7,58;131;1,77;38202;Hidden Roles, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Variable Player Powers, Voting;Party Games
218417;Aeon's End: War Eternal;2017;1;4;60;14;3191;8,41;132;2,91;7541;Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers;Strategy Games
221194;Dinosaur Island;2017;1;4;120;8;11559;7,72;133;3,04;19263;Action Points, Dice Rolling, Income, Set Collection, Tile Placement, Worker Placement;Strategy Games
266524;PARKS;2019;1;5;60;10;7275;7,89;134;2,17;14285;Card Drafting, Contracts, Modular Board, Set Collection, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Worker Placement;Family Games
103343;A Game of Thrones: The Board Game (Second Edition);2011;3;6;240;14;28650;7,60;135;3,72;38623;Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Sealed Bid, Card Play Conflict Resolution, Hand Management, Order Counters, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection, Variable Player Powers;Strategy Games
155426;Castles of Mad King Ludwig;2014;1;4;90;13;22125;7,56;136;2,66;28039;Card Drafting, End Game Bonuses, I Cut You Choose, Increase Value of Unchosen Resources, Pattern Building, Set Collection, Tile Placement, Turn Order: Progressive;Strategy Games
246900;Eclipse: Second Dawn for the Galaxy;2020;2;6;200;14;2556;8,80;137;3,48;5256;Alliances, Area Majority / Influence, Area Movement, Area-Impulse, Critical Hits and Failures, Dice Rolling, Grid Movement, Income, Kill Steal, Modular Board, Passed Action Token, Player Elimination, Tile Placement, Variable Player Powers;Strategy Games
54043;Jaipur;2009;2;2;30;12;37225;7,51;138;1,49;54358;Card Drafting, Hand Management, Market, Score-and-Reset Game, Set Collection;Family Games
43015;Hansa Teutonica;2009;2;5;90;12;11496;7,65;139;3,12;10985;Action Points, Area Majority / Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees / Tech Tracks;Strategy Games
10630;Memoir '44;2004;2;8;60;8;25720;7,56;140;2,27;33786;Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario / Mission / Campaign Game, Simulation;Wargames
70149;Ora et Labora;2011;1;4;180;13;9770;7,71;141;3,90;12289;Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
239188;Chronicles of Crime;2018;1;4;90;14;14251;7,80;142;2,11;23966;Cooperative Game, Scenario / Mission / Campaign Game, Storytelling;Thematic Games
14105;Commands & Colors: Ancients;2006;2;2;60;12;7987;7,78;143;2,69;10486;Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Scenario / Mission / Campaign Game, Simulation;Wargames
39463;Cosmic Encounter;2008;3;5;120;12;27396;7,54;144;2,57;33832;Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers;Strategy Games, Thematic Games
146508;T.I.M.E Stories;2015;2;4;90;12;23729;7,55;145;2,61;35093;Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice / Paragraph, Storytelling, Variable Player Powers;Thematic Games
199561;Sagrada;2017;1;4;45;14;26063;7,53;146;1,93;40258;Contracts, Dice Rolling, Drafting, Pattern Building, Set Collection, Solo / Solitaire Game;Abstract Games, Family Games
82222;Xia: Legends of a Drift System;2014;3;5;180;12;7357;7,86;147;3,17;11630;Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers;Strategy Games, Thematic Games
123260;Suburbia;2012;1;4;90;8;21584;7,52;148;2,78;24714;Auction: Dutch, Card Drafting, Catch the Leader, Hexagon Grid, Set Collection, Tile Placement;Strategy Games
188920;This War of Mine: The Board Game;2017;1;6;120;18;8550;7,83;149;3,25;16050;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing, Simulation, Solo / Solitaire Game, Storytelling, Variable Player Powers, Worker Placement;Thematic Games
287954;Azul: Summer Pavilion;2019;2;4;45;8;7039;7,83;150;2,05;12321;Drafting, Pattern Building, Set Collection;Abstract Games, Family Games
126042;Nations;2013;1;5;200;14;11146;7,64;151;3,54;12085;Card Drafting, Events, Turn Order: Pass Order, Variable Player Powers, Worker Placement;Strategy Games
223321;Detective: A Modern Crime Board Game;2018;1;5;180;16;7042;7,89;152;2,72;15633;Cooperative Game, Solo / Solitaire Game, Storytelling;Thematic Games
195421;Near and Far;2017;2;4;120;13;7245;7,81;153;2,82;15697;Card Drafting, Dice Rolling, Narrative Choice / Paragraph, Network and Route Building, Scenario / Mission / Campaign Game, Set Collection, Storytelling, Variable Player Powers, Worker Placement;Thematic Games
31627;Ticket to Ride: Nordic Countries;2007;2;3;60;8;11646;7,64;154;1,98;17300;Card Drafting, Hand Management, Network and Route Building, Set Collection;Family Games
104006;Village;2011;2;4;90;12;20255;7,53;155;3,07;26348;Action Drafting, Area Majority / Influence, Contracts, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
91;Paths of Glory;1999;2;2;480;14;4539;8,06;156;3,84;8630;Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement;Wargames
21050;Combat Commander: Europe;2006;2;2;180;12;5391;7,94;157;3,25;8073;Campaign / Battle Card Driven, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order;Wargames
463;Magic: The Gathering;1993;2;2;20;13;32442;7,52;158;3,22;35625;Deck Construction, Hand Management, Interrupts, Take That;Customizable Games
171131;Captain Sonar;2016;2;8;60;14;16007;7,57;159;2,15;21870;Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game;Party Games, Thematic Games
220877;Rajas of the Ganges;2017;2;4;75;12;8826;7,70;160;2,86;11403;Connections, Dice Rolling, Network and Route Building, Race, Tile Placement, Worker Placement;Strategy Games
224037;Codenames: Duet;2017;2;99;30;11;13985;7,57;161;1,34;27538;Communication Limits, Cooperative Game, Push Your Luck, Team-Based Game;Family Games
25021;Sekigahara: The Unification of Japan;2011;2;2;180;14;4380;8,04;162;2,77;7464;Action Points, Card Play Conflict Resolution, Force Commitment, Hand Management, Point to Point Movement, Secret Unit Deployment, Turn Order: Auction;Wargames
254640;Just One;2018;3;7;20;8;11775;7,60;163;1,05;19170;Communication Limits, Cooperative Game;Party Games
217372;The Quest for El Dorado;2017;2;4;60;10;12131;7,61;164;1,93;19173;Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Race;Family Games
182631;Star Realms: Colony Wars;2015;2;2;20;12;6075;7,87;165;1,90;14005;Card Drafting, Deck Bag and Pool Building, Hand Management, Take That;Strategy Games
148228;Splendor;2014;2;4;30;10;58709;7,45;166;1,80;82849;Card Drafting, Contracts, Drafting, Race, Set Collection;Family Games
194655;Santorini;2016;2;4;20;8;27873;7,48;167;1,73;45672;Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers;Abstract Games, Family Games
146886;La Granja;2014;1;4;120;12;8756;7,67;168;3,58;11163;Area Majority / Influence, Automatic Resource Growth, Dice Rolling, Drafting, Hand Management, Income, Simultaneous Action Selection, Variable Player Powers;Strategy Games
271324;It's a Wonderful World;2019;1;5;60;14;6061;7,88;169;2,27;9371;Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers;Strategy Games
245638;Coimbra;2018;2;4;90;14;8494;7,69;170;3,28;11634;Card Drafting, Dice Rolling, End Game Bonuses, Set Collection, Variable Set-up, Worker Placement with Dice Workers;Strategy Games
274364;Watergate;2019;2;2;60;12;4438;8,00;171;2,25;8892;Action/Event, Connections, Hand Management, Tug of War;Strategy Games
215;Tichu;1991;4;4;60;10;13298;7,58;172;2,34;20236;Hand Management, Ladder Climbing, Predictive Bid, Team-Based Game;Strategy Games
188;Go;-2200;2;2;180;8;14843;7,64;173;4,00;20398;Enclosure, Square Grid;Abstract Games
9209;Ticket to Ride;2004;2;5;60;8;71611;7,42;174;1,85;97463;Card Drafting, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection;Family Games
316554;Dune: Imperium;2020;1;4;120;14;2860;8,45;175;2,88;5682;Card Play Conflict Resolution, Deck Bag and Pool Building, Variable Player Powers, Worker Placement;Strategy Games, Thematic Games
129437;Legendary: A Marvel Deck Building Game;2012;1;5;60;14;19785;7,57;176;2,44;30186;Deck Bag and Pool Building, Events, Semi-Cooperative Game, Solo / Solitaire Game, Variable Set-up;Thematic Games
12;Ra;1999;2;5;60;12;19097;7,47;177;2,35;18460;Auction/Bidding, Auction: Once Around, Closed Economy Auction, Constrained Bidding, Push Your Luck, Set Collection;Strategy Games
822;Carcassonne;2000;2;5;45;7;101853;7,42;178;1,91;149337;Area Majority / Influence, Map Addition, Tile Placement;Family Games
176189;Zombicide: Black Plague;2015;1;6;180;14;12651;7,68;179;2,51;21612;Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Turn Order: Progressive, Variable Player Powers;Thematic Games
109276;Kanban: Driver's Edition;2014;2;4;120;12;5727;7,84;180;4,35;7923;Action Points, Commodity Speculation, Variable Phase Order, Worker Placement;Strategy Games
155068;Arcadia Quest;2014;2;4;60;13;9152;7,71;181;2,53;14420;Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game, Take That, Variable Player Powers;Thematic Games
9216;Goa;2004;2;4;90;12;10928;7,58;182;3,38;10852;Auction/Bidding, Auction: Once Around, Hand Management, Push Your Luck, Tech Trees / Tech Tracks;Strategy Games
282524;Horrified;2019;1;5;60;10;6442;7,84;183;2,05;13549;Action Points, Cooperative Game, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Solo / Solitaire Game, Variable Player Powers, Variable Set-up;Thematic Games
555;The Princes of Florence;2000;2;5;100;12;14555;7,53;184;3,25;15720;Auction/Bidding, Grid Coverage, Tile Placement;Strategy Games
54998;Cyclades;2009;2;5;90;13;17873;7,52;185;2,83;19628;Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Fixed Placement, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order;Strategy Games
188834;Secret Hitler;2016;5;10;45;13;18198;7,57;186;1,69;24770;Hidden Roles, Player Elimination, Team-Based Game, Traitor Game, Voting;Party Games
253344;Cthulhu: Death May Die;2019;1;5;120;14;3990;8,16;187;2,42;7733;Action Points, Cooperative Game, Dice Rolling, Variable Player Powers;Thematic Games
192291;Sushi Go Party!;2016;2;8;20;8;22327;7,46;188;1,32;39966;Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection;Family Games
27833;Steam;2009;3;5;90;10;9567;7,59;189;3,46;10386;Auction/Bidding, Loans, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement;Strategy Games
7854;YINSH;2003;2;2;60;9;7342;7,69;190;2,70;9380;Catch the Leader, Grid Movement, Pattern Building;Abstract Games
128621;Viticulture;2013;2;6;90;13;10189;7,59;191;2,93;8909;Hand Management, Turn Order: Progressive, Worker Placement;Strategy Games
31481;Galaxy Trucker;2007;2;4;60;10;29509;7,41;192;2,33;32651;Dice Rolling, Events, Real-Time, Relative Movement, Team-Based Game, Tile Placement, Track Movement;Thematic Games
156129;Deception: Murder in Hong Kong;2014;4;12;20;14;16001;7,50;193;1,60;23769;Deduction, Events, Hidden Roles, Storytelling, Team-Based Game, Traitor Game;Party Games
189932;Tyrants of the Underdark;2016;2;4;60;14;5083;7,89;194;2,57;6670;Area Majority / Influence, Deck Bag and Pool Building;Strategy Games
169426;Roll Player;2016;1;4;90;10;13286;7,53;195;2,38;20000;Card Drafting, Dice Rolling, Drafting, Role Playing, Set Collection, Variable Player Powers;Strategy Games
20551;Shogun;2006;3;5;120;12;12828;7,54;196;3,37;12921;Action Queue, Area Majority / Influence, Area Movement, Auction/Bidding, Cube Tower, Simultaneous Action Selection, Variable Phase Order;Strategy Games
176494;Isle of Skye: From Chieftain to King;2015;2;5;50;8;20425;7,44;197;2,25;26632;Auction/Bidding, Catch the Leader, Set Collection, Tile Placement, Turn Order: Progressive;Family Games, Strategy Games
421;1830: Railways & Robber Barons;1986;2;7;360;14;4694;7,88;198;4,16;7037;Auction/Bidding, Investment, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource;Strategy Games
199478;Flamme Rouge;2016;2;4;45;8;12139;7,56;199;1,67;15704;Catch the Leader, Hand Management, Modular Board, Race, Simulation, Simultaneous Action Selection;Family Games
232832;Century: Golem Edition;2017;2;5;45;8;6991;7,71;200;1,65;11050;Action Retrieval, Card Drafting, Contracts, Deck Bag and Pool Building, Hand Management, Increase Value of Unchosen Resources, Set Collection;Family Games, Strategy Games
198994;Hero Realms;2016;2;4;30;12;12203;7,60;201;1,90;21315;Card Drafting, Deck Bag and Pool Building, Hand Management, Take That;Customizable Games, Strategy Games
19857;Glory to Rome;2005;2;5;60;12;12968;7,49;202;2,93;14231;End Game Bonuses, Follow, Hand Management, Set Collection, Sudden Death Ending, Variable Phase Order;Strategy Games
140620;Lewis & Clark: The Expedition;2013;1;5;120;14;12926;7,49;203;3,34;15424;Action Retrieval, Card Drafting, Hand Management, Race, Resource to Move, Solo / Solitaire Game, Track Movement, Worker Placement;Strategy Games
27708;1960: The Making of the President;2007;2;2;120;12;8516;7,61;204;3,21;10199;Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Hand Management;Strategy Games
155873;Power Grid Deluxe: Europe/North America;2014;2;6;120;12;3768;8,01;205;3,19;6449;Auction: Turn Order Until Pass, Income, Market, Network and Route Building;Strategy Games
158600;Hanamikoji;2013;2;2;15;10;11047;7,54;206;1,71;18073;Area Majority / Influence, Card Drafting, Force Commitment, Hand Management, I Cut You Choose;Family Games
127060;Bora Bora;2013;2;4;120;12;9107;7,56;207;3,74;11914;Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers;Strategy Games
24181;Imperial;2006;2;6;180;13;8246;7,61;208;3,57;7124;Advantage Token, Area Majority / Influence, Area Movement, Investment, Ownership, Rondel, Stock Holding;Strategy Games
97207;Dungeon Petz;2011;2;4;90;13;12707;7,47;209;3,60;16675;Auction/Bidding, Hand Management, Simultaneous Action Selection, Worker Placement;Strategy Games, Thematic Games
3;Samurai;1998;2;4;60;10;14758;7,45;210;2,49;15197;Area Majority / Influence, Hand Management, Hexagon Grid, Once-Per-Game Abilities, Set Collection, Tile Placement;Strategy Games
242302;Space Base;2018;2;5;60;14;8388;7,59;211;2,13;13129;Card Drafting, Dice Rolling, Random Production;Family Games
108745;Seasons;2012;2;4;60;14;20812;7,41;212;2,77;24484;Card Drafting, Dice Rolling, Drafting, Hand Management, Take That, Victory Points as a Resource;Strategy Games
154203;Imperial Settlers;2014;1;4;90;10;21089;7,41;213;2,77;28363;Card Drafting, Contracts, Drafting, Hand Management, Take That, Variable Player Powers;Strategy Games
228341;Pulsar 2849;2017;2;4;90;14;6080;7,73;214;3,34;8295;Dice Rolling, Drafting, Point to Point Movement, Variable Player Powers, Worker Placement with Dice Workers;Strategy Games
92828;Dixit: Odyssey;2011;3;12;30;8;16717;7,45;215;1,19;23123;Storytelling, Targeted Clues, Voting;Party Games
283948;Marco Polo II: In the Service of the Khan;2019;2;4;120;12;3040;8,17;216;3,38;4475;Contracts, Dice Rolling, Point to Point Movement, Resource to Move, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers;Strategy Games
22545;Age of Empires III: The Age of Discovery;2007;2;5;120;10;9820;7,54;217;3,13;8235;Area Majority / Influence, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
204583;Kingdomino;2016;2;4;15;8;32277;7,35;218;1,21;53458;Card Drafting, Tile Placement;Family Games
222509;Lords of Hellas;2018;1;4;90;14;5507;7,85;219;3,32;9373;Area Majority / Influence, Area Movement, Card Drafting, Card Play Conflict Resolution, Hand Management, Solo / Solitaire Game, Variable Player Powers, Worker Placement;Strategy Games
38453;Space Alert;2008;1;5;30;12;14763;7,44;220;2,96;20742;Action Queue, Area Movement, Cooperative Game, Elapsed Real Time Ending, Hand Management, Real-Time, Simultaneous Action Selection, Solo / Solitaire Game;Thematic Games
118;Modern Art;1992;3;5;45;10;16721;7,40;221;2,30;20163;Auction/Bidding, Auction: English, Auction: Once Around, Auction: Sealed Bid, Auction: Turn Order Until Pass, Commodity Speculation, Hand Management, Victory Points as a Resource;Strategy Games
181279;Fury of Dracula (Third/Fourth Edition);2015;2;5;180;14;11489;7,51;222;3,22;21229;Hidden Movement, Point to Point Movement, Resource to Move, Secret Unit Deployment, Team-Based Game, Variable Player Powers;Thematic Games
265188;Glen More II: Chronicles;2019;2;4;120;12;3491;8,02;223;3,05;6591;Commodity Speculation, Dice Rolling, Grid Movement, Market, Rondel, Set Collection, Tile Placement, Time Track;Strategy Games
193037;Dead of Winter: The Long Night;2016;2;5;120;14;7881;7,65;224;3,42;17767;Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Push Your Luck, Storytelling, Traitor Game, Variable Player Powers, Voting;Thematic Games
760;Battle Line;2000;2;2;30;12;15652;7,42;225;1,90;19273;Card Play Conflict Resolution, Hand Management, Melding and Splaying, Set Collection;Strategy Games
93260;Summoner Wars: Master Set;2011;2;4;60;9;10358;7,52;226;2,51;12969;Deck Construction, Dice Rolling, Grid Movement, Hand Management, Stat Check Resolution, Variable Player Powers;Customizable Games, Strategy Games
144344;Rococo;2013;2;5;120;12;7517;7,58;227;3,09;8254;Action Retrieval, Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Hand Management, Set Collection;Strategy Games
203420;Exit: The Game - The Abandoned Cabin;2016;1;6;120;12;8821;7,53;228;2,54;12774;Cooperative Game;Family Games, Thematic Games
209418;Dominion (Second Edition);2016;2;4;30;14;4275;7,93;229;2,18;6945;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games
66589;Navegador;2010;2;5;90;12;8022;7,55;230;3,09;7663;Advantage Token, Area Movement, Rondel;Strategy Games
59294;Runewars;2010;2;4;240;14;7763;7,63;231;3,78;10095;Area Majority / Influence, Auction/Bidding, Grid Movement, Modular Board, Simultaneous Action Selection, Variable Player Powers;Strategy Games, Thematic Games
176734;The Manhattan Project: Energy Empire;2016;1;5;120;13;4771;7,79;232;3,03;6694;Dice Rolling, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
286096;Tapestry;2019;1;5;120;12;11583;7,49;233;2,88;16369;Card Drafting, Chaining, Dice Rolling, Grid Coverage, Hand Management, Hexagon Grid, Income, Map Addition, Solo / Solitaire Game, Square Grid, Tech Trees / Tech Tracks, Tile Placement, Track Movement, Variable Player Powers;Strategy Games
48726;Alien Frontiers;2010;2;4;90;13;14150;7,41;234;2,57;14615;Area Majority / Influence, Card Drafting, Dice Rolling, Worker Placement with Dice Workers;Strategy Games
19777;Indonesia;2005;2;5;240;14;4034;7,85;235;3,98;4755;Area Majority / Influence, Auction/Bidding, Pick-up and Deliver, Stock Holding;Strategy Games
54138;Imperial 2030;2009;2;6;180;12;5728;7,69;236;3,50;6351;Area Majority / Influence, Area Movement, Investment, Ownership, Rondel, Stock Holding;Strategy Games
268864;Undaunted: Normandy;2019;2;2;60;14;4296;7,90;237;2,25;9475;Card Drafting, Deck Bag and Pool Building, Dice Rolling, Modular Board, Simulation;Thematic Games, Wargames
172081;Burgle Bros.;2015;1;4;90;12;8409;7,54;238;2,31;13865;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Map Addition, Modular Board, Multiple Maps, Solo / Solitaire Game, Square Grid, Three Dimensional Movement, Variable Player Powers;Family Games, Thematic Games
234;Hannibal: Rome vs. Carthage;1996;2;2;200;12;4785;7,80;239;3,45;7224;Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Events, Point to Point Movement, Simulation;Wargames
256916;Concordia Venus;2018;2;6;120;12;2301;8,36;240;3,08;4515;Action Retrieval, Auction: Dutch, Card Drafting, Deck Bag and Pool Building, Hand Management, Point to Point Movement, Team-Based Game;Strategy Games
146439;BattleLore (Second Edition);2013;2;2;90;14;5645;7,74;241;2,70;9235;Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers;Wargames
224783;Vindication;2018;2;5;150;14;4583;7,88;242;3,07;7425;Area Majority / Influence, Dice Rolling, Hexagon Grid, Map Addition, Modular Board, Variable Phase Order;Strategy Games
13122;Antiquity;2004;2;4;180;14;3833;7,88;243;4,31;5508;Grid Coverage, Modular Board, Tile Placement, Trading;Strategy Games
312484;Lost Ruins of Arnak;2020;1;4;120;12;2819;8,25;244;2,76;5281;Chaining, Deck Bag and Pool Building, Drafting, Move Through Deck, Once-Per-Game Abilities, Resource to Move, Tile Placement, Turn Order: Progressive, Worker Placement;Strategy Games
232405;Western Legends;2018;2;6;90;14;6615;7,66;245;2,78;11185;Action Points, Area Movement, Betting and Bluffing, Dice Rolling, End Game Bonuses, Hand Management, Pick-up and Deliver, Take That, Variable Player Powers;Thematic Games
139976;Cthulhu Wars;2015;2;4;120;14;4585;7,92;246;3,14;5729;Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers;Strategy Games, Thematic Games
2655;Hive;2000;2;2;20;9;29596;7,32;247;2,33;38724;Enclosure, Grid Movement, Hexagon Grid, Pieces as Map, Slide/Push, Three Dimensional Movement, Tile Placement;Abstract Games
160477;Onitama;2014;2;2;20;8;15161;7,40;248;1,71;22904;Grid Movement, Hand Management, Pattern Movement, Static Capture;Abstract Games
206718;Ethnos;2017;2;6;60;14;9741;7,48;249;2,03;12131;Area Majority / Influence, Card Drafting, Hand Management, Set Collection;Strategy Games
101721;Mage Wars Arena;2012;2;2;90;13;7379;7,64;250;3,67;12922;Deck Construction, Dice Rolling, Grid Movement, Line of Sight, Simultaneous Action Selection, Turn Order: Progressive, Variable Player Powers;Customizable Games
